uniprot_id	gene_name	is_paralog	n_pathways	shannon_H	shannon_H_norm	global_degree	mean_local_degree	max_local_degree	mean_ratio	bridge_score	betweenness	cross_ppi_count	betweenness_raw
Q13547	HDAC1	False	113	4.214667	0.891542	1101	55.3894	307	0.050308	6040	0.00203	396	331578.3179630179
P04637	TP53	False	115	4.212219	0.88773	2171	86.0957	549	0.039657	6203	0.00854	643	1391997.2963969293
Q96EE3	SEH1L	False	94	4.181645	0.920399	137	24.0319	55	0.175415	4094	6e-05	32	9055.88079585783
P49792	RANBP2	False	93	4.166432	0.919215	365	33.3118	135	0.091265	4011	0.0002	109	33319.21902088525
P52948	NUP98	False	92	4.15491	0.918864	222	30.9457	87	0.139395	3914	0.00022	59	36252.78809082669
P57740	NUP107	False	92	4.15491	0.918864	228	35.1196	91	0.154033	3914	5e-05	56	8537.519797091854
Q12769	NUP160	False	92	4.15491	0.918864	189	26.1087	64	0.138141	3914	4e-05	52	6949.528248813898
Q8NFH3	NUP43	False	92	4.15491	0.918864	599	32.5217	115	0.054293	3914	0.00054	265	88102.53065710339
Q8NFH4	NUP37	False	92	4.15491	0.918864	72	15.1196	32	0.209994	3914	0.0	14	668.2377586510581
Q8WUM0	NUP133	False	92	4.15491	0.918864	196	27.2717	75	0.139142	3914	3e-05	40	5637.628734069162
Q9BW27	NUP85	False	92	4.15491	0.918864	143	20.5326	49	0.143585	3914	4e-05	43	6080.402609523595
P09038	FGF2	False	87	4.148655	0.928961	46	3.2874	29	0.071464	3453	1e-05	6	1007.0322783279101
P30154	PPP2R1B	False	119	4.146023	0.867528	160	12.0588	50	0.075368	6603	5e-05	60	8385.47741666901
P68366	TUBA4A	False	97	4.136192	0.904143	493	27.1649	122	0.055101	4406	0.00068	186	110412.64519442907
P29353	SHC1	False	94	4.12951	0.908924	329	20.2979	155	0.061696	4132	0.00024	92	39185.95057744446
P51668	UBE2D1	False	93	4.123128	0.909661	289	17.6989	141	0.061242	4024	0.0002	73	32367.637999807026
P60709	ACTB	False	108	4.113573	0.878568	981	41.2315	262	0.04203	5524	0.00193	353	314129.1748136676
P68371	TUBB4B	False	96	4.109942	0.900444	555	42.0625	190	0.075788	4313	0.00032	148	52557.84863196462
P17612	PRKACA	False	110	4.103014	0.872892	397	20.7636	138	0.052301	5706	0.00046	108	74994.10442975945
P04350	TUBB4A	False	94	4.100387	0.902514	227	16.234	74	0.071516	4127	8e-05	63	13061.839451500375
Q71U36	TUBA1A	False	94	4.100387	0.902514	688	33.7447	163	0.049048	4127	0.00124	276	201391.16454283588
P31749	AKT1	False	109	4.094349	0.872745	663	38.7982	266	0.058519	5642	0.00112	164	182341.21253900407
Q9Y297	BTRC	False	86	4.080335	0.916034	741	39.6395	244	0.053495	3384	0.00083	244	136077.13101605154
O00459	PIK3R2	False	100	4.079119	0.885769	228	19.84	112	0.087018	4705	0.00013	55	21430.20867781699
P63000	RAC1	False	106	4.05428	0.869376	1200	48.7358	420	0.040613	5294	0.00198	490	322575.5990015701
O15514	POLR2D	False	78	4.027025	0.924327	144	19.8205	77	0.137642	2759	2e-05	37	3698.9323535028952
P19387	POLR2C	False	78	4.027025	0.924327	334	31.6538	135	0.094772	2759	0.00016	107	26214.56029188958
P24928	POLR2A	False	78	4.027025	0.924327	612	53.9744	260	0.088193	2759	0.0005	189	80795.71834041429
P30876	POLR2B	False	78	4.027025	0.924327	372	33.3205	144	0.089571	2759	0.00015	126	24764.92408580339
P36954	POLR2I	False	78	4.027025	0.924327	123	17.9872	68	0.146237	2759	1e-05	29	1795.6138617522415
P52435	POLR2J	False	78	4.027025	0.924327	147	19.2949	67	0.131258	2759	8e-05	48	12971.937634753343
P62487	POLR2G	False	78	4.027025	0.924327	174	21.6026	85	0.124153	2759	5e-05	57	7866.435411387794
O75694	NUP155	False	79	4.021101	0.920277	518	36.5063	127	0.070476	2845	0.00033	235	53481.797956433955
P37198	NUP62	False	79	4.021101	0.920277	265	26.3924	74	0.099594	2845	0.00014	121	23049.238793721524
Q5SRE5	NUP188	False	79	4.021101	0.920277	155	16.4937	52	0.106411	2845	2e-05	61	3942.344374386092
Q7Z3B4	NUP54	False	79	4.021101	0.920277	122	13.8861	35	0.11382	2845	5e-05	55	8098.226056914103
Q8N1F7	NUP93	False	79	4.021101	0.920277	272	26.7848	87	0.098473	2845	8e-05	104	12853.492381460956
Q8NFH5	NUP35	False	79	4.021101	0.920277	428	35.443	103	0.082811	2845	0.00029	198	46991.93396047989
Q92621	NUP205	False	79	4.021101	0.920277	263	24.9241	80	0.094768	2845	0.0001	106	17073.300610735187
Q96HA1	POM121	False	79	4.021101	0.920277	152	11.8228	39	0.077782	2845	0.00011	82	17719.977546246308
Q9BTX1	NDC1	False	79	4.021101	0.920277	218	12.8608	52	0.058994	2845	7e-05	98	10929.112511694637
Q9BVL2	NUP58	False	79	4.021101	0.920277	92	15.2785	28	0.16607	2845	3e-05	42	4854.08119322707
P35222	CTNNB1	False	96	4.016694	0.880015	975	53.1979	357	0.054562	4319	0.00189	240	307679.2374652576
P07900	HSP90AA1	False	104	4.012002	0.863838	1279	54.7308	383	0.042792	5106	0.00416	418	677854.4887954562
P19838	NFKB1	False	96	4.011722	0.878926	280	21.8542	99	0.078051	4248	0.00014	82	22532.638904050313
P08620	FGF4	False	73	4.011657	0.935018	39	1.137	15	0.029153	2368	0.0	19	684.8731931177865
P12270	TPR	False	78	4.010722	0.920585	275	23.5769	105	0.085734	2779	0.0001	85	16853.792462214114
P62873	GNB1	False	82	4.009496	0.90986	292	24.6098	118	0.08428	3129	0.00031	79	50272.82540668002
Q9NRG9	AAAS	False	80	4.003244	0.91356	167	12.4875	53	0.074775	2932	4e-05	52	6181.138139622807
P68363	TUBA1B	False	88	3.995298	0.892338	478	33.8182	158	0.070749	3612	0.0004	128	64621.1708010975
P06241	FYN	False	95	3.993459	0.876936	369	21.4211	129	0.058052	4213	0.00049	144	79206.64854944142
P16220	CREB1	False	98	3.990449	0.870333	223	13.5	78	0.060538	4422	0.00013	70	20669.962650341644
P35658	NUP214	False	76	3.988447	0.920963	197	32.1447	84	0.163171	2631	4e-05	60	6426.141093226639
Q04206	RELA	False	96	3.982936	0.872619	1177	52.3333	289	0.044463	4291	0.00245	469	398762.1266926963
Q13509	TUBB3	False	87	3.982281	0.891707	449	26.4598	124	0.058931	3528	0.00076	156	124092.64768065196
Q13885	TUBB2A	False	87	3.982281	0.891707	306	23.7241	92	0.07753	3528	0.00013	102	20705.55060231769
Q9BQE3	TUBA1C	False	87	3.982281	0.891707	469	28.9425	130	0.061711	3528	0.00033	175	53509.32275280918
Q9BUF5	TUBB6	False	87	3.982281	0.891707	248	15.6322	76	0.063033	3528	8e-05	77	13237.666495017991
Q9BVA1	TUBB2B	False	87	3.982281	0.891707	213	19.2414	70	0.090335	3528	0.00012	73	19764.21355268086
Q9H4B7	TUBB1	False	87	3.982281	0.891707	136	8.8621	34	0.065162	3528	9e-05	61	14316.926062109482
P27694	RPA1	False	80	3.977067	0.907586	3041	88.85	730	0.029217	2951	0.00653	1545	1063749.8869922427
Q09028	RBBP4	False	84	3.973185	0.896716	565	43.7024	161	0.077349	3282	0.00039	179	63961.708266881586
O15504	NUP42	False	75	3.970566	0.919647	144	13.32	49	0.0925	2557	1e-05	49	2121.0857302086824
P49790	NUP153	False	75	3.970566	0.919647	226	35.96	93	0.159115	2557	5e-05	70	7335.060851681497
P78406	RAE1	False	75	3.970566	0.919647	233	28.68	80	0.12309	2557	0.0001	69	15932.184817431631
Q8TEM1	NUP210	False	75	3.970566	0.919647	208	12.3333	56	0.059295	2557	9e-05	92	14004.159327006026
Q99567	NUP88	False	75	3.970566	0.919647	142	22.4667	51	0.158216	2557	3e-05	49	5130.160663661663
Q9UKX7	NUP50	False	75	3.970566	0.919647	344	25.3467	101	0.073682	2557	0.00011	148	18682.588152236065
Q9P2W3	GNG13	False	78	3.970059	0.911252	34	4.359	7	0.128205	2820	1e-05	24	1010.9901605483442
Q9GZV9	FGF23	False	71	3.966966	0.930627	4	1.3662	3	0.341549	2230	0.0	1	47.72571994654314
P55075	FGF8	False	70	3.966555	0.933638	105	2.0429	18	0.019456	2154	1e-05	78	1462.8864757489484
P16520	GNB3	False	77	3.964345	0.912643	44	14.1169	28	0.320838	2744	0.00012	7	20176.54684379435
P05230	FGF1	False	68	3.958662	0.938181	39	2.6029	18	0.066742	2021	0.0	17	735.3549696636063
P19174	PLCG1	False	82	3.953439	0.897139	227	15.7683	98	0.069464	3113	0.00014	72	22104.080181987727
P42677	RPS27	False	69	3.952579	0.93351	355	54.5942	141	0.153786	2168	0.00014	95	23522.60625208172
Q16576	RBBP7	False	76	3.948457	0.91173	507	42.8289	157	0.084475	2678	0.00047	136	76795.63103201902
P31751	AKT2	False	92	3.94548	0.872548	120	10.1522	48	0.084601	3956	6e-05	36	10287.688020888352
O60258	FGF17	False	67	3.945338	0.938318	40	1.2537	13	0.031343	1960	0.0	25	416.1598742167876
P31371	FGF9	False	68	3.943486	0.934584	14	2.75	7	0.196429	2030	3e-05	6	4672.894533707045
P15927	RPA2	False	75	3.941709	0.912963	2894	74.0267	704	0.025579	2576	0.0057	1773	928608.6606882786
P35244	RPA3	False	75	3.941709	0.912963	2864	69.7333	694	0.024348	2576	0.00525	1773	855017.6567344874
Q9NP95	FGF20	False	66	3.929247	0.937845	2	1.0	1	0.5	1898	0.0	1	5.991404179664041
O15111	CHUK	False	83	3.923231	0.887842	210	21.9398	91	0.104475	3080	0.00012	66	19095.35036972355
A6NHL2	TUBAL3	False	83	3.920118	0.887137	67	5.8675	22	0.087574	3200	0.0	28	726.5644820906437
Q6PEY2	TUBA3E	False	83	3.920118	0.887137	42	5.8795	16	0.139989	3200	0.0	15	321.14446085204224
Q9NY65	TUBA8	False	83	3.920118	0.887137	90	3.5542	23	0.039491	3200	3e-05	41	5081.565256360121
O14775	GNB5	False	74	3.912696	0.90907	45	9.3784	32	0.208409	2524	2e-05	9	3591.7271147624647
Q92769	HDAC2	False	79	3.906553	0.894061	851	55.7468	247	0.065507	2891	0.00093	289	151308.12987901003
Q9Y6K9	IKBKG	False	84	3.90602	0.881558	434	30.3214	141	0.069865	3122	0.00056	176	90821.90180738395
Q14738	PPP2R5D	False	94	3.903008	0.85907	159	9.4468	41	0.059414	4026	8e-05	73	12271.568196600545
P63211	GNGT1	False	75	3.899514	0.903191	22	5.1067	12	0.232121	2595	0.0	7	339.47738169234105
P24941	CDK2	False	72	3.887933	0.909104	765	44.5139	277	0.058188	2373	0.00076	281	124536.97111832637
O60262	GNG7	False	71	3.872616	0.908493	20	6.5915	10	0.329577	2312	0.0	8	275.1544699065714
P50150	GNG4	False	71	3.872616	0.908493	24	7.4366	16	0.309859	2312	0.0	5	237.338827001434
P50151	GNG10	False	71	3.872616	0.908493	44	6.9718	21	0.158451	2312	1e-05	18	1695.988761537308
P59768	GNG2	False	71	3.872616	0.908493	60	9.4366	33	0.157277	2312	1e-05	22	2350.365173521606
P61952	GNG11	False	71	3.872616	0.908493	12	3.5775	7	0.298122	2312	0.0	4	93.41676638716707
P62879	GNB2	False	71	3.872616	0.908493	500	26.4507	137	0.052901	2312	0.00084	175	137058.27595766436
P63215	GNG3	False	71	3.872616	0.908493	20	7.1408	14	0.357042	2312	0.0	5	195.7923691011089
P63218	GNG5	False	71	3.872616	0.908493	78	8.6056	27	0.110329	2312	1e-05	19	1747.097056143838
Q9HAV0	GNB4	False	71	3.872616	0.908493	129	18.4366	56	0.14292	2312	8e-05	42	12341.320068212535
Q9UBI6	GNG12	False	71	3.872616	0.908493	107	8.0282	46	0.07503	2312	1e-05	33	1787.1317702859471
Q9UK08	GNG8	False	71	3.872616	0.908493	115	9.8169	39	0.085364	2312	7e-05	37	11652.570981189552
P61088	UBE2N	False	78	3.865306	0.887208	328	21.4359	115	0.065353	2701	0.00023	108	37516.38546449108
P50613	CDK7	False	62	3.863485	0.936118	483	33.2097	197	0.068757	1703	0.00043	223	70364.20242819718
Q3ZCM7	TUBB8	False	78	3.861552	0.886346	377	14.9872	80	0.039754	2812	0.00074	160	120869.6368565635
O14610	GNGT2	False	70	3.851714	0.906607	12	4.4429	10	0.370238	2244	0.0	1	186.16923515886663
P40763	STAT3	False	78	3.849804	0.88365	537	25.6667	180	0.047796	2824	0.0007	186	114485.9533533797
P51946	CCNH	False	61	3.843203	0.934887	92	13.7541	39	0.149501	1644	3e-05	40	4384.284501772216
P51948	MNAT1	False	61	3.843203	0.934887	115	15.3934	42	0.133856	1644	7e-05	56	10690.867226572493
O14920	IKBKB	False	78	3.840509	0.881516	211	24.1538	98	0.114473	2688	0.00011	70	18448.144736093083
Q8WU20	FRS2	False	65	3.799203	0.910122	94	12.8154	64	0.136334	1874	1e-05	23	1009.4365137296314
P63167	DYNLL1	False	64	3.789182	0.911106	469	33.6875	124	0.071828	1864	0.00076	187	123407.08408902923
P12034	FGF5	False	59	3.786771	0.928691	6	2.0847	5	0.347458	1495	0.0	1	24.606824614943093
P22612	PRKACG	False	76	3.785832	0.874178	100	7.2105	29	0.072105	2640	3e-05	43	5471.122092134907
P22694	PRKACB	False	76	3.785832	0.874178	174	11.4211	71	0.065638	2640	8e-05	67	13130.420311602637
P06493	CDK1	False	76	3.777986	0.872366	535	29.5132	179	0.055165	2605	0.00042	174	68980.67338571676
P42338	PIK3CB	False	77	3.777083	0.869533	80	8.2338	38	0.102922	2756	2e-05	22	3758.9807771364226
P12004	PCNA	False	63	3.774399	0.911001	488	33.5079	131	0.068664	1772	0.00033	214	53577.10445230263
O15530	PDPK1	False	74	3.767322	0.875294	181	13.7162	65	0.07578	2507	7e-05	66	11634.967116812926
P13984	GTF2F2	False	61	3.759893	0.914621	134	18.7377	57	0.139834	1614	3e-05	55	5501.918387782142
P35269	GTF2F1	False	61	3.759893	0.914621	213	29.0656	99	0.136458	1614	0.0001	70	16706.381653194687
P49841	GSK3B	False	78	3.758008	0.86258	831	39.7308	245	0.047811	2797	0.00123	342	199766.42730634048
Q16539	MAPK14	False	81	3.752106	0.853829	306	24.6914	109	0.080691	2939	0.0003	101	49543.847489433654
Q13480	GAB1	False	59	3.750689	0.919842	161	16.9661	98	0.10538	1541	5e-05	50	7768.641865193101
Q9Y4K3	TRAF6	False	78	3.747348	0.860133	433	39.8846	206	0.092112	2644	0.00053	115	86183.40695464409
P63261	ACTG1	False	75	3.7455	0.867518	483	29.36	166	0.060787	2581	0.00031	203	51033.69671184446
P00533	EGFR	False	72	3.743858	0.875415	1711	65.0139	483	0.037998	2386	0.00675	873	1100361.9855327525
Q9Y243	AKT3	False	80	3.742049	0.853954	70	5.7375	27	0.081964	2970	2e-05	26	2683.8788105938656
Q14204	DYNC1H1	False	59	3.740859	0.917431	505	42.4576	161	0.084075	1568	0.00026	167	42634.72996960635
Q13315	ATM	False	60	3.739499	0.913333	323	22.3833	107	0.069298	1592	0.00028	148	45039.929870316344
P01133	EGF	False	67	3.732368	0.887667	19	3.2537	12	0.171249	2055	0.0	3	602.0580093826192
O15379	HDAC3	False	74	3.73072	0.86679	285	23.7568	104	0.083357	2556	0.00016	81	25701.08747491022
O76093	FGF18	False	56	3.726591	0.92578	2	0.0	0	0.0	1338	0.0	2	1.5178551982300996
P62753	RPS6	False	62	3.723765	0.902264	855	88.4839	254	0.10349	1737	0.00073	325	118919.40073976586
P42224	STAT1	False	72	3.723056	0.870551	306	21.1944	112	0.069263	2368	0.00026	104	41662.66266453621
P05067	APP	False	70	3.721408	0.875936	2325	55.0	378	0.023656	2233	0.0234	1336	3814143.36430066
Q13409	DYNC1I2	False	57	3.719285	0.91992	293	33.0877	97	0.112927	1456	9e-05	88	14866.067367109368
P63279	UBE2I	False	78	3.702504	0.84984	614	38.4872	179	0.062683	2788	0.00082	188	133795.95573410104
P10767	FGF6	False	54	3.699623	0.92746	5	1.2778	3	0.255556	1236	0.0	2	63.920349886582756
P05556	ITGB1	False	71	3.699524	0.867887	343	21.507	124	0.062703	2338	0.00027	112	43534.01883498676
P35249	RFC4	False	57	3.698119	0.914685	231	20.6316	79	0.089314	1439	3e-05	115	4731.188370320908
P35250	RFC2	False	57	3.698119	0.914685	177	18.0351	66	0.101893	1439	3e-05	75	4138.095644974013
P40937	RFC5	False	57	3.698119	0.914685	204	16.6316	58	0.081527	1439	6e-05	113	10387.543577182485
P40938	RFC3	False	57	3.698119	0.914685	181	14.4386	55	0.079771	1439	3e-05	106	4501.758309357928
P78396	CCNA1	False	60	3.697878	0.903167	59	11.0333	29	0.187006	1591	1e-05	14	1486.7691654823507
O43320	FGF16	False	54	3.687635	0.924455	11	0.0926	3	0.008418	1236	0.0	8	158.48863470704813
P31323	PRKAR2B	False	65	3.680652	0.881723	135	11.2154	32	0.083077	1876	7e-05	70	10977.493005239816
P08865	RPSA	False	53	3.67951	0.92676	503	80.3208	185	0.159683	1239	0.00016	188	26566.090033395743
O14980	XPO1	False	65	3.676466	0.88072	1494	73.4615	372	0.049171	1911	0.00345	705	561720.8464271497
P46781	RPS9	False	52	3.672713	0.929508	534	80.0192	202	0.149849	1191	0.0002	206	32746.778663354286
P62081	RPS7	False	52	3.672713	0.929508	475	76.6731	174	0.161417	1191	0.00014	170	23006.567665540682
P62263	RPS14	False	52	3.672713	0.929508	513	79.3846	190	0.154746	1191	0.00016	192	25379.042912938054
P20248	CCNA2	False	60	3.671953	0.896835	162	20.8667	66	0.128807	1591	5e-05	49	8064.170940099481
P02751	FN1	False	65	3.670468	0.879283	786	43.2462	296	0.055021	1947	0.00111	205	181199.46607363757
Q9UQM7	CAMK2A	False	66	3.666491	0.87513	217	13.4697	64	0.062072	1958	0.00017	110	28225.46425443396
Q9UKB1	FBXW11	False	54	3.664497	0.918654	463	20.9259	102	0.045196	1246	0.00034	263	55896.15919268708
P09958	FURIN	False	74	3.660771	0.850538	236	8.6757	71	0.036761	2494	8e-05	91	13756.391642145294
P52298	NCBP2	False	62	3.655586	0.885744	129	11.871	49	0.092023	1715	1e-05	41	2009.4933246407154
Q09161	NCBP1	False	62	3.655586	0.885744	350	24.4355	130	0.069816	1715	0.0001	137	15567.951274880334
O75376	NCOR1	False	66	3.654369	0.872236	299	26.0606	113	0.087159	2012	0.00013	102	20457.354674549064
P22090	RPS4Y1	False	51	3.651768	0.928772	92	9.4706	22	0.102941	1143	4e-05	44	6578.001153042571
P23396	RPS3	False	51	3.651768	0.928772	709	93.6863	233	0.132139	1143	0.00041	278	66570.36447293356
P25398	RPS12	False	51	3.651768	0.928772	336	70.8431	148	0.210843	1143	6e-05	113	10087.536962926759
P39019	RPS19	False	51	3.651768	0.928772	631	86.1569	217	0.13654	1143	0.00021	250	33503.051726119425
P46782	RPS5	False	51	3.651768	0.928772	420	76.6471	170	0.182493	1143	6e-05	140	9174.71323006011
P46783	RPS10	False	51	3.651768	0.928772	560	80.902	186	0.144468	1143	0.00016	233	25494.950490671858
P60866	RPS20	False	51	3.651768	0.928772	527	83.1569	202	0.157793	1143	0.00016	187	25712.047424808636
P61247	RPS3A	False	51	3.651768	0.928772	639	89.9412	219	0.140753	1143	0.00017	249	27286.38885213835
P62241	RPS8	False	51	3.651768	0.928772	644	92.7255	250	0.143984	1143	0.00015	244	24235.819605324297
P62244	RPS15A	False	51	3.651768	0.928772	416	81.1765	177	0.195136	1143	5e-05	131	8541.455783036412
P62249	RPS16	False	51	3.651768	0.928772	715	96.3922	231	0.134814	1143	0.00025	280	40968.37875295053
P62269	RPS18	False	51	3.651768	0.928772	405	76.2353	171	0.188235	1143	0.00012	142	20258.076522816984
P62273	RPS29	False	51	3.651768	0.928772	183	40.8824	70	0.223401	1143	3e-05	68	5423.778424717119
P62277	RPS13	False	51	3.651768	0.928772	488	81.8824	174	0.167792	1143	0.00011	186	18476.9081782822
P62280	RPS11	False	51	3.651768	0.928772	503	86.0	200	0.170974	1143	0.00013	175	21233.063843146938
P62701	RPS4X	False	51	3.651768	0.928772	497	85.3725	195	0.171776	1143	0.0002	173	32970.10779907138
P62841	RPS15	False	51	3.651768	0.928772	422	75.8039	160	0.17963	1143	0.00011	162	17524.54849035437
P62847	RPS24	False	51	3.651768	0.928772	522	76.4314	161	0.14642	1143	9e-05	217	15375.080676249392
P62851	RPS25	False	51	3.651768	0.928772	395	76.9804	163	0.194887	1143	0.00012	143	20073.636694092293
P62854	RPS26	False	51	3.651768	0.928772	323	74.3922	143	0.230316	1143	4e-05	98	7285.801255530237
P62857	RPS28	False	51	3.651768	0.928772	295	61.2353	118	0.207577	1143	5e-05	101	8520.183161394842
P63220	RPS21	False	51	3.651768	0.928772	267	64.6275	128	0.24205	1143	4e-05	83	7332.736582756434
Q71UM5	RPS27L	False	51	3.651768	0.928772	207	45.8431	88	0.221464	1143	5e-05	81	8627.824869183454
Q8TD47	RPS4Y2	False	51	3.651768	0.928772	73	18.3137	26	0.250873	1143	1e-05	35	827.4754213892471
P38398	BRCA1	False	56	3.647137	0.906042	1219	85.4643	424	0.07011	1397	0.0019	424	309051.17860310426
P19793	RXRA	False	60	3.646647	0.890655	156	19.2167	79	0.123184	1648	6e-05	34	9623.231799658215
P15880	RPS2	False	57	3.645794	0.901743	637	82.1053	205	0.128894	1455	0.00018	250	28980.995382738387
O60674	JAK2	False	65	3.630041	0.869599	139	14.1692	75	0.101937	1929	0.00011	31	17369.710320411872
P05412	JUN	False	72	3.629771	0.848738	425	32.5278	129	0.076536	2319	0.00056	168	91141.60130162581
Q9UL18	AGO1	False	66	3.62577	0.86541	166	12.3485	46	0.074389	1989	2e-05	81	2738.31800875197
P19447	ERCC3	False	48	3.618954	0.93484	167	19.9583	60	0.119511	977	6e-05	83	9146.238528994523
P32780	GTF2H1	False	48	3.618954	0.93484	92	16.5417	39	0.179801	977	2e-05	40	3541.2111434668664
Q13888	GTF2H2	False	48	3.618954	0.93484	50	11.0833	18	0.221667	977	1e-05	25	1164.9727210099131
